"Version",2
"File Name","Loc Cal - BRU U6 A02 (2015-06-10) (06;27;09) W6 -0866--0586 FREE .dat"

"!Header Information"
"Station","Bruce"
"Unit",6
"Channel","A02"
"Pass","6"
"Face","West"
"ToolID","PN1213B"
"Probe","FREE"
"Date","2015-06-10"
"Time","06:27:09"
"StartPosition",-866
"EndPosition",-586
"MaxSpacers",4
"Orientation","Inlet"
"Mode","Locate"
"EndToolRotary",0
"InitialAxial",-876
"InitialRamOrFreeAxial",-912
"InitialMidAxial",0
"Number Of Data Channels",4

"!Channel Names"
"ChannelName1","LOCFREE3"
"ChannelName2","LOCFREE24"
"ChannelName3","GAP6FREE"
"ChannelName4","AXIALENCODER"

"!Calibration Constants"
"Gain3Khz",.75323684260005
"Phase3Khz",5.62974275734315
"Gain24Khz",1.81741221361608
"Phase24Khz",2.96298222131338
"GainGap6RamOrFree",.03
"PhaseGap6RamOrFree",3.1415926
"GainGap9RamOrFree",.03
"PhaseGap9RamOrFree",3.1415926
"GainGap6Mid",0
"PhaseGap6Mid",0
"GainGap9Mid",0
"PhaseGap9Mid",0
"GainMixed",.9528201747462
"PhaseMixed",3.88347570636821E-02

"!Encoder Resolution (mm/data point)",.5431
"!Pressure Offset (Encoder counts)",-2980
"!Pressure Gain (Percent per Encoder Count)",.0086
"!Gap Encoder Gain (mm / Encoder counts)",.005
"!Gap Encoder Physical Offset (mm)",1
"!Gap Sample Rate (Hz)",20

"!Number Of Data Points",517

"!You can add lines of text to this file here..."
"!Locate/Gap will read (and ignore) lines until !Data: is found!"

"!Data: Ch1X, Ch1Y, Ch2X, Ch2Y, Ch3X, Ch3Y, Ch4X, Ch4Y, Ch5X, Ch5Y, Ch6X, Ch6Y, Ch7X, Ch7Y"
-2943,-1395,761,-7,16,38,311,0
-3117,-1551,851,18,16,38,312,0
-3281,-1700,943,41,16,38,313,0
-3455,-1862,1036,69,16,38,314,0
-3617,-2024,1127,97,16,38,315,0
-3777,-2186,1220,126,16,38,316,0
-3931,-2353,1318,157,16,37,317,0
-4085,-2523,1416,192,16,37,318,0
-4237,-2692,1515,226,16,38,319,0
-4389,-2878,1614,260,16,38,320,0
-4526,-3056,1708,295,16,38,321,0
-4655,-3227,1804,332,16,37,322,0
-4763,-3365,1879,361,16,37,323,0
-4909,-3574,1990,404,16,37,324,0
-5023,-3739,2078,440,16,37,325,0
-5104,-3871,2150,470,16,37,326,0
-5206,-4031,2233,507,15,37,327,0
-5298,-4189,2316,542,15,36,328,0
-5387,-4343,2395,579,16,36,329,0
-5456,-4489,2468,612,16,36,330,0
-5524,-4628,2540,645,16,36,331,0
-5582,-4762,2605,675,16,36,332,0
-5638,-4882,2663,705,17,36,333,0
-5672,-4991,2717,731,17,37,334,0
-5701,-5101,2764,757,17,37,335,0
-5715,-5173,2797,773,17,37,336,0
-5729,-5252,2835,795,17,37,337,0
-5731,-5329,2868,814,18,36,338,0
-5732,-5392,2893,830,18,36,339,0
-5714,-5438,2909,845,18,36,340,0
-5690,-5481,2921,856,18,36,341,0
-5650,-5500,2925,864,18,36,342,0
-5604,-5505,2922,868,18,36,343,0
-5552,-5506,2913,874,19,36,344,0
-5488,-5492,2895,873,19,36,345,0
-5412,-5463,2873,868,19,36,346,0
-5328,-5430,2841,864,20,36,347,0
-5238,-5369,2805,854,20,36,348,0
-5161,-5316,2771,848,21,36,349,0
-5053,-5244,2720,835,21,36,350,0
-4918,-5143,2655,815,22,36,351,0
-4790,-5035,2594,799,22,36,352,0
-4660,-4918,2526,779,23,36,353,0
-4518,-4786,2452,758,24,36,354,0
-4367,-4651,2370,733,24,36,355,0
-4209,-4502,2282,708,25,35,356,0
-4038,-4331,2188,677,26,35,357,0
-3861,-4148,2089,647,27,35,358,0
-3676,-3971,1985,614,27,35,359,0
-3490,-3777,1874,579,28,36,360,0
-3325,-3609,1785,552,29,36,361,0
-3128,-3398,1668,515,30,36,362,0
-2918,-3171,1544,479,31,36,363,0
-2701,-2937,1416,438,32,36,364,0
-2480,-2711,1286,398,32,36,365,0
-2258,-2467,1157,360,32,36,366,0
-2028,-2214,1020,320,33,35,367,0
-1804,-1970,883,275,34,35,368,0
-1571,-1714,747,232,34,36,369,0
-1336,-1457,607,190,34,36,370,0
-1092,-1187,461,146,35,36,371,0
-849,-911,314,103,36,35,372,0
-650,-689,196,67,36,36,373,0
-410,-427,47,19,37,36,374,0
-163,-149,-96,-23,37,36,375,0
78,113,-244,-68,37,36,376,0
314,378,-387,-113,38,35,377,0
550,644,-529,-156,38,35,378,0
779,900,-670,-200,38,35,379,0
1007,1153,-807,-245,38,35,380,0
1242,1421,-949,-288,39,36,381,0
1470,1669,-1089,-330,39,36,382,0
1682,1909,-1220,-373,39,37,383,0
1899,2149,-1351,-412,39,37,384,0
2071,2340,-1457,-444,38,37,385,0
2277,2562,-1581,-484,36,37,386,0
2477,2787,-1702,-522,34,37,387,0
2671,2996,-1823,-562,32,38,388,0
2853,3196,-1936,-599,29,38,389,0
3036,3388,-2046,-634,26,38,390,0
3204,3573,-2150,-667,24,39,391,0
3358,3730,-2243,-697,21,39,392,0
3501,3883,-2330,-724,18,39,393,0
3648,4020,-2411,-747,14,40,394,0
3777,4151,-2490,-771,10,40,395,0
3902,4279,-2566,-796,6,40,396,0
4017,4395,-2637,-820,3,40,397,0
4136,4509,-2703,-840,0,40,398,0
4241,4600,-2765,-864,-2,41,399,0
4337,4681,-2816,-878,-4,41,400,0
4401,4737,-2853,-888,-5,41,401,0
4481,4796,-2895,-902,-6,41,402,0
4548,4826,-2928,-911,-7,41,403,0
4605,4857,-2954,-915,-7,41,404,0
4654,4869,-2975,-923,-7,41,405,0
4690,4871,-2987,-921,-7,41,406,0
4720,4862,-2993,-919,-7,42,407,0
4740,4849,-2997,-920,-7,42,408,0
4754,4809,-2988,-910,-7,42,409,0
4760,4770,-2976,-902,-7,42,410,0
4760,4718,-2957,-890,-7,42,411,0
4742,4642,-2932,-878,-7,42,412,0
4722,4567,-2902,-861,-7,43,413,0
4695,4481,-2864,-843,-7,43,414,0
4667,4398,-2828,-825,-7,43,415,0
4621,4295,-2782,-803,-7,43,416,0
4569,4180,-2726,-776,-7,44,417,0
4508,4047,-2666,-748,-7,44,418,0
4443,3908,-2604,-719,-8,44,419,0
4370,3769,-2538,-688,-8,44,420,0
4291,3624,-2468,-658,-7,43,421,0
4208,3486,-2396,-628,-7,43,422,0
4117,3326,-2318,-593,-7,43,423,0
4017,3162,-2238,-558,-7,43,424,0
3919,3005,-2154,-524,-7,43,425,0
3806,2834,-2065,-488,-7,43,426,0
3699,2664,-1981,-452,-7,43,427,0
3581,2500,-1891,-415,-7,43,428,0
3462,2318,-1797,-379,-7,43,429,0
3337,2148,-1704,-342,-7,43,430,0
3214,1984,-1613,-308,-7,43,431,0
3077,1804,-1519,-272,-7,44,432,0
2949,1636,-1424,-239,-7,44,433,0
2811,1465,-1330,-206,-8,44,434,0
2703,1326,-1252,-176,-7,44,435,0
2559,1156,-1163,-147,-7,45,436,0
2402,974,-1061,-111,-7,45,437,0
2294,850,-990,-88,-7,45,438,0
2163,706,-906,-63,-7,45,439,0
2026,558,-824,-38,-7,44,440,0
